tree1,tree2,dissimilarity,fire.history.1,fire.history.2,comp.fire,range.1,range.2,comp.range
F4,F13,0.988888889,burned,burned,Same,santa.catalina,pinaleno,Different
F5,F13,0.990595611,burned,burned,Same,santa.catalina,pinaleno,Different
F10,F13,0.988721805,burned,burned,Same,santa.catalina,pinaleno,Different
F6,F13,0.990909091,burned,burned,Same,santa.catalina,pinaleno,Different
F7,F13,0.966666667,burned,burned,Same,santa.catalina,pinaleno,Different
F8,F13,0.938325991,burned,burned,Same,santa.catalina,pinaleno,Different
F9,F13,0.982248521,burned,burned,Same,santa.catalina,pinaleno,Different
F14,F14,0,burned,burned,Same,pinaleno,pinaleno,Same
F15,F14,0.956164384,burned,burned,Same,pinaleno,pinaleno,Same
F16,F14,0.959079284,burned,burned,Same,pinaleno,pinaleno,Same
F17,F14,0.900763359,burned,burned,Same,pinaleno,pinaleno,Same
F18,F14,0.945762712,burned,burned,Same,pinaleno,pinaleno,Same
F19,F14,1,burned,burned,Same,pinaleno,pinaleno,Same
F20,F14,1,burned,burned,Same,pinaleno,pinaleno,Same
LB019,F14,0.988505747,unburned,burned,Different,santa.catalina,pinaleno,Different
LB020,F14,0.949044586,unburned,burned,Different,santa.catalina,pinaleno,Different
LB021,F14,0.977272727,unburned,burned,Different,santa.catalina,pinaleno,Different
LB023,F14,0.996108949,unburned,burned,Different,santa.catalina,pinaleno,Different
LB024,F14,0.93442623,unburned,burned,Different,santa.catalina,pinaleno,Different
LB055,F14,0.925,unburned,burned,Different,santa.catalina,pinaleno,Different
LB056,F14,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB057,F14,0.940559441,unburned,burned,Different,santa.catalina,pinaleno,Different
LB058,F14,0.98989899,unburned,burned,Different,santa.catalina,pinaleno,Different
LB059,F14,0.964757709,unburned,burned,Different,santa.catalina,pinaleno,Different
LB060,F14,0.948608137,unburned,burned,Different,santa.catalina,pinaleno,Different
F1,F14,0.938931298,burned,burned,Same,santa.catalina,pinaleno,Different
F2,F14,0.94984326,burned,burned,Same,santa.catalina,pinaleno,Different
F3,F14,0.967667436,burned,burned,Same,santa.catalina,pinaleno,Different
F4,F14,0.931914894,burned,burned,Same,santa.catalina,pinaleno,Different
F5,F14,0.913043478,burned,burned,Same,santa.catalina,pinaleno,Different
F10,F14,0.966527197,burned,burned,Same,santa.catalina,pinaleno,Different
F6,F14,0.963333333,burned,burned,Same,santa.catalina,pinaleno,Different
F7,F14,0.95959596,burned,burned,Same,santa.catalina,pinaleno,Different
F8,F14,0.947115385,burned,burned,Same,santa.catalina,pinaleno,Different
F9,F14,0.880597015,burned,burned,Same,santa.catalina,pinaleno,Different
F15,F15,0,burned,burned,Same,pinaleno,pinaleno,Same
F16,F15,0.930909091,burned,burned,Same,pinaleno,pinaleno,Same
F17,F15,0.987538941,burned,burned,Same,pinaleno,pinaleno,Same
F18,F15,0.948717949,burned,burned,Same,pinaleno,pinaleno,Same
F19,F15,1,burned,burned,Same,pinaleno,pinaleno,Same
F20,F15,0.996996997,burned,burned,Same,pinaleno,pinaleno,Same
LB019,F15,0.994366197,unburned,burned,Different,santa.catalina,pinaleno,Different
LB020,F15,0.967676768,unburned,burned,Different,santa.catalina,pinaleno,Different
LB021,F15,0.988795518,unburned,burned,Different,santa.catalina,pinaleno,Different
LB023,F15,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB024,F15,0.962352941,unburned,burned,Different,santa.catalina,pinaleno,Different
LB055,F15,0.96039604,unburned,burned,Different,santa.catalina,pinaleno,Different
LB056,F15,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB057,F15,0.965811966,unburned,burned,Different,santa.catalina,pinaleno,Different
LB058,F15,0.993723849,unburned,burned,Different,santa.catalina,pinaleno,Different
LB059,F15,0.976905312,unburned,burned,Different,santa.catalina,pinaleno,Different
LB060,F15,0.975609756,unburned,burned,Different,santa.catalina,pinaleno,Different
F1,F15,0.963882619,burned,burned,Same,santa.catalina,pinaleno,Different
F2,F15,0.968,burned,burned,Same,santa.catalina,pinaleno,Different
F3,F15,0.977198697,burned,burned,Same,santa.catalina,pinaleno,Different
F4,F15,0.961538462,burned,burned,Same,santa.catalina,pinaleno,Different
F5,F15,0.965591398,burned,burned,Same,santa.catalina,pinaleno,Different
F10,F15,0.980952381,burned,burned,Same,santa.catalina,pinaleno,Different
F6,F15,0.977130977,burned,burned,Same,santa.catalina,pinaleno,Different
F7,F15,0.972270364,burned,burned,Same,santa.catalina,pinaleno,Different
F8,F15,0.961038961,burned,burned,Same,santa.catalina,pinaleno,Different
F9,F15,0.949206349,burned,burned,Same,santa.catalina,pinaleno,Different
F16,F16,0,burned,burned,Same,pinaleno,pinaleno,Same
F17,F16,0.988472622,burned,burned,Same,pinaleno,pinaleno,Same
F18,F16,0.868995633,burned,burned,Same,pinaleno,pinaleno,Same
F19,F16,0.81779661,burned,burned,Same,pinaleno,pinaleno,Same
F20,F16,1,burned,burned,Same,pinaleno,pinaleno,Same
LB019,F16,0.994750656,unburned,burned,Different,santa.catalina,pinaleno,Different
LB020,F16,0.926,unburned,burned,Different,santa.catalina,pinaleno,Different
LB021,F16,0.989556136,unburned,burned,Different,santa.catalina,pinaleno,Different
LB023,F16,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB024,F16,0.957589286,unburned,burned,Different,santa.catalina,pinaleno,Different
LB055,F16,0.91321499,unburned,burned,Different,santa.catalina,pinaleno,Different
LB056,F16,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB057,F16,0.876651982,unburned,burned,Different,santa.catalina,pinaleno,Different
LB058,F16,0.981927711,unburned,burned,Different,santa.catalina,pinaleno,Different
LB059,F16,0.847029077,unburned,burned,Different,santa.catalina,pinaleno,Different
LB060,F16,0.866883117,unburned,burned,Different,santa.catalina,pinaleno,Different
F1,F16,0.822815534,burned,burned,Same,santa.catalina,pinaleno,Different
F2,F16,0.770975057,burned,burned,Same,santa.catalina,pinaleno,Different
F3,F16,0.978125,burned,burned,Same,santa.catalina,pinaleno,Different
F4,F16,0.929906542,burned,burned,Same,santa.catalina,pinaleno,Different
F5,F16,0.94813278,burned,burned,Same,santa.catalina,pinaleno,Different
F10,F16,0.98206278,burned,burned,Same,santa.catalina,pinaleno,Different
F6,F16,0.978303748,burned,burned,Same,santa.catalina,pinaleno,Different
F7,F16,0.921602787,burned,burned,Same,santa.catalina,pinaleno,Different
F8,F16,0.973493976,burned,burned,Same,santa.catalina,pinaleno,Different
F9,F16,0.95,burned,burned,Same,santa.catalina,pinaleno,Different
F17,F17,0,burned,burned,Same,pinaleno,pinaleno,Same
F18,F17,0.984063745,burned,burned,Same,pinaleno,pinaleno,Same
F19,F17,0.986254296,burned,burned,Same,pinaleno,pinaleno,Same
F20,F17,0.990632319,burned,burned,Same,pinaleno,pinaleno,Same
LB019,F17,0.983050847,unburned,burned,Different,santa.catalina,pinaleno,Different
LB020,F17,0.985185185,unburned,burned,Different,santa.catalina,pinaleno,Different
LB021,F17,0.966666667,unburned,burned,Different,santa.catalina,pinaleno,Different
LB023,F17,0.947916667,unburned,burned,Different,santa.catalina,pinaleno,Different
LB024,F17,0.959183673,unburned,burned,Different,santa.catalina,pinaleno,Different
LB055,F17,0.956521739,unburned,burned,Different,santa.catalina,pinaleno,Different
LB056,F17,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB057,F17,0.935344828,unburned,burned,Different,santa.catalina,pinaleno,Different
LB058,F17,0.987551867,unburned,burned,Different,santa.catalina,pinaleno,Different
LB059,F17,0.981161695,unburned,burned,Different,santa.catalina,pinaleno,Different
LB060,F17,0.971631206,unburned,burned,Different,santa.catalina,pinaleno,Different
F1,F17,0.981651376,burned,burned,Same,santa.catalina,pinaleno,Different
F2,F17,0.985454545,burned,burned,Same,santa.catalina,pinaleno,Different
F3,F17,0.989664083,burned,burned,Same,santa.catalina,pinaleno,Different
F4,F17,0.968253968,burned,burned,Same,santa.catalina,pinaleno,Different
F5,F17,0.948275862,burned,burned,Same,santa.catalina,pinaleno,Different
F10,F17,0.978609626,burned,burned,Same,santa.catalina,pinaleno,Different
F6,F17,0.984063745,burned,burned,Same,santa.catalina,pinaleno,Different
F7,F17,0.988636364,burned,burned,Same,santa.catalina,pinaleno,Different
F8,F17,0.974842767,burned,burned,Same,santa.catalina,pinaleno,Different
F9,F17,0.906976744,burned,burned,Same,santa.catalina,pinaleno,Different
F18,F18,0,burned,burned,Same,pinaleno,pinaleno,Same
F19,F18,1,burned,burned,Same,pinaleno,pinaleno,Same
F20,F18,1,burned,burned,Same,pinaleno,pinaleno,Same
LB019,F18,0.992982456,unburned,burned,Different,santa.catalina,pinaleno,Different
LB020,F18,0.891959799,unburned,burned,Different,santa.catalina,pinaleno,Different
LB021,F18,0.986062718,unburned,burned,Different,santa.catalina,pinaleno,Different
LB023,F18,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB024,F18,0.946022727,unburned,burned,Different,santa.catalina,pinaleno,Different
LB055,F18,0.818181818,unburned,burned,Different,santa.catalina,pinaleno,Different
LB056,F18,0.987841945,unburned,burned,Different,santa.catalina,pinaleno,Different
LB057,F18,0.92746114,unburned,burned,Different,santa.catalina,pinaleno,Different
LB058,F18,0.992647059,unburned,burned,Different,santa.catalina,pinaleno,Different
LB059,F18,0.812227074,unburned,burned,Different,santa.catalina,pinaleno,Different
LB060,F18,0.907441016,unburned,burned,Different,santa.catalina,pinaleno,Different
F1,F18,0.849112426,burned,burned,Same,santa.catalina,pinaleno,Different
F2,F18,0.870886076,burned,burned,Same,santa.catalina,pinaleno,Different
F3,F18,0.974264706,burned,burned,Same,santa.catalina,pinaleno,Different
F4,F18,0.912912913,burned,burned,Same,santa.catalina,pinaleno,Different
F5,F18,0.935233161,burned,burned,Same,santa.catalina,pinaleno,Different
F10,F18,0.977142857,burned,burned,Same,santa.catalina,pinaleno,Different
F6,F18,0.97323601,burned,burned,Same,santa.catalina,pinaleno,Different
F7,F18,0.905857741,burned,burned,Same,santa.catalina,pinaleno,Different
F8,F18,0.791208791,burned,burned,Same,santa.catalina,pinaleno,Different
F9,F18,0.930327869,burned,burned,Same,santa.catalina,pinaleno,Different
F19,F19,0,burned,burned,Same,pinaleno,pinaleno,Same
F20,F19,0.880701754,burned,burned,Same,pinaleno,pinaleno,Same
LB019,F19,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB020,F19,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB021,F19,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB023,F19,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB024,F19,0.946153846,unburned,burned,Different,santa.catalina,pinaleno,Different
LB055,F19,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB056,F19,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB057,F19,0.9342723,unburned,burned,Different,santa.catalina,pinaleno,Different
LB058,F19,0.933806147,unburned,burned,Different,santa.catalina,pinaleno,Different
LB059,F19,0.899742931,unburned,burned,Different,santa.catalina,pinaleno,Different
LB060,F19,0.996875,unburned,burned,Different,santa.catalina,pinaleno,Different
F1,F19,0.96125908,burned,burned,Same,santa.catalina,pinaleno,Different
F2,F19,0.985386221,burned,burned,Same,santa.catalina,pinaleno,Different
F3,F19,1,burned,burned,Same,santa.catalina,pinaleno,Different
F4,F19,0.992481203,burned,burned,Same,santa.catalina,pinaleno,Different
F5,F19,1,burned,burned,Same,santa.catalina,pinaleno,Different
F10,F19,1,burned,burned,Same,santa.catalina,pinaleno,Different
F6,F19,1,burned,burned,Same,santa.catalina,pinaleno,Different
F7,F19,1,burned,burned,Same,santa.catalina,pinaleno,Different
F8,F19,1,burned,burned,Same,santa.catalina,pinaleno,Different
F9,F19,0.983108108,burned,burned,Same,santa.catalina,pinaleno,Different
F20,F20,0,burned,burned,Same,pinaleno,pinaleno,Same
LB019,F20,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB020,F20,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB021,F20,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB023,F20,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB024,F20,0.960076046,unburned,burned,Different,santa.catalina,pinaleno,Different
LB055,F20,0.948333333,unburned,burned,Different,santa.catalina,pinaleno,Different
LB056,F20,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB057,F20,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB058,F20,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB059,F20,1,unburned,burned,Different,santa.catalina,pinaleno,Different
LB060,F20,1,unburned,burned,Different,santa.catalina,pinaleno,Different
F1,F20,1,burned,burned,Same,santa.catalina,pinaleno,Different
F2,F20,1,burned,burned,Same,santa.catalina,pinaleno,Different
F3,F20,0.988980716,burned,burned,Same,santa.catalina,pinaleno,Different
F4,F20,0.957364341,burned,burned,Same,santa.catalina,pinaleno,Different
F5,F20,1,burned,burned,Same,santa.catalina,pinaleno,Different
F10,F20,1,burned,burned,Same,santa.catalina,pinaleno,Different
F6,F20,1,burned,burned,Same,santa.catalina,pinaleno,Different
F7,F20,0.955156951,burned,burned,Same,santa.catalina,pinaleno,Different
F8,F20,0.93697479,burned,burned,Same,santa.catalina,pinaleno,Different
F9,F20,0.988425926,burned,burned,Same,santa.catalina,pinaleno,Different
LB019,LB019,0,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB020,LB019,0.922535211,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB021,LB019,0.966887417,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB023,LB019,0.973684211,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB024,LB019,0.991452991,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB055,LB019,0.993710692,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB056,LB019,1,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB057,LB019,0.992779783,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB058,LB019,0.99270073,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB059,LB019,0.997054492,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB060,LB019,0.995698925,unburned,unburned,Same,santa.catalina,santa.catalina,Same
F1,LB019,0.992063492,burned,unburned,Different,santa.catalina,santa.catalina,Same
F2,LB019,0.983660131,burned,unburned,Different,santa.catalina,santa.catalina,Same
F3,LB019,0.995249406,burned,unburned,Different,santa.catalina,santa.catalina,Same
F4,LB019,0.991111111,burned,unburned,Different,santa.catalina,santa.catalina,Same
F5,LB019,0.981549815,burned,unburned,Different,santa.catalina,santa.catalina,Same
F10,LB019,0.990950226,burned,unburned,Different,santa.catalina,santa.catalina,Same
F6,LB019,0.992982456,burned,unburned,Different,santa.catalina,santa.catalina,Same
F7,LB019,0.994818653,burned,unburned,Different,santa.catalina,santa.catalina,Same
F8,LB019,0.989637306,burned,unburned,Different,santa.catalina,santa.catalina,Same
F9,LB019,0.983870968,burned,unburned,Different,santa.catalina,santa.catalina,Same
LB020,LB020,0,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB021,LB020,0.97689769,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB023,LB020,0.984293194,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB024,LB020,0.948787062,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB055,LB020,0.8,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB056,LB020,0.910216718,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB057,LB020,0.943902439,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB058,LB020,0.992974239,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB059,LB020,0.953634085,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB060,LB020,0.936643836,unburned,unburned,Same,santa.catalina,santa.catalina,Same
F1,LB020,0.900269542,burned,unburned,Different,santa.catalina,santa.catalina,Same
F2,LB020,0.913551402,burned,unburned,Different,santa.catalina,santa.catalina,Same
F3,LB020,0.975133215,burned,unburned,Different,santa.catalina,santa.catalina,Same
F4,LB020,0.923728814,burned,unburned,Different,santa.catalina,santa.catalina,Same
F5,LB020,0.802228412,burned,unburned,Different,santa.catalina,santa.catalina,Same
F10,LB020,0.946927374,burned,unburned,Different,santa.catalina,santa.catalina,Same
F6,LB020,0.974418605,burned,unburned,Different,santa.catalina,santa.catalina,Same
F7,LB020,0.926732673,burned,unburned,Different,santa.catalina,santa.catalina,Same
F8,LB020,0.967455621,burned,unburned,Different,santa.catalina,santa.catalina,Same
F9,LB020,0.875502008,burned,unburned,Different,santa.catalina,santa.catalina,Same
LB021,LB021,0,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB023,LB021,0.987234043,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB024,LB021,0.983050847,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB055,LB021,0.9875,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB056,LB021,1,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB057,LB021,0.985663082,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB058,LB021,0.989169675,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB059,LB021,0.994126285,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB060,LB021,0.99143469,unburned,unburned,Same,santa.catalina,santa.catalina,Same
F1,LB021,0.955465587,burned,unburned,Different,santa.catalina,santa.catalina,Same
F2,LB021,0.987138264,burned,unburned,Different,santa.catalina,santa.catalina,Same
F3,LB021,0.990543735,burned,unburned,Different,santa.catalina,santa.catalina,Same
F4,LB021,0.982378855,burned,unburned,Different,santa.catalina,santa.catalina,Same
F5,LB021,0.985507246,burned,unburned,Different,santa.catalina,santa.catalina,Same
F10,LB021,0.98206278,burned,unburned,Different,santa.catalina,santa.catalina,Same
F6,LB021,0.986062718,burned,unburned,Different,santa.catalina,santa.catalina,Same
F7,LB021,0.989690722,burned,unburned,Different,santa.catalina,santa.catalina,Same
F8,LB021,0.979487179,burned,unburned,Different,santa.catalina,santa.catalina,Same
F9,LB021,0.968253968,burned,unburned,Different,santa.catalina,santa.catalina,Same
LB023,LB023,0,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB024,LB023,1,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB055,LB023,1,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB056,LB023,1,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB057,LB023,0.971509972,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB058,LB023,0.977142857,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB059,LB023,0.981308411,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB060,LB023,1,unburned,unburned,Same,santa.catalina,santa.catalina,Same
F1,LB023,0.994011976,burned,unburned,Different,santa.catalina,santa.catalina,Same
F2,LB023,1,burned,unburned,Different,santa.catalina,santa.catalina,Same
F3,LB023,0.91862955,burned,unburned,Different,santa.catalina,santa.catalina,Same
F4,LB023,0.952542373,burned,unburned,Different,santa.catalina,santa.catalina,Same
F5,LB023,0.924924925,burned,unburned,Different,santa.catalina,santa.catalina,Same
F10,LB023,0.951890034,burned,unburned,Different,santa.catalina,santa.catalina,Same
F6,LB023,0.96056338,burned,unburned,Different,santa.catalina,santa.catalina,Same
F7,LB023,0.982683983,burned,unburned,Different,santa.catalina,santa.catalina,Same
F8,LB023,0.96641791,burned,unburned,Different,santa.catalina,santa.catalina,Same
F9,LB023,0.965174129,burned,unburned,Different,santa.catalina,santa.catalina,Same
LB024,LB024,0,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB055,LB024,0.950649351,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB056,LB024,0.876494024,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB057,LB024,0.944767442,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB058,LB024,0.962536023,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB059,LB024,0.974530831,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB060,LB024,0.964285714,unburned,unburned,Same,santa.catalina,santa.catalina,Same
F1,LB024,0.937106918,burned,unburned,Different,santa.catalina,santa.catalina,Same
F2,LB024,0.946666667,burned,unburned,Different,santa.catalina,santa.catalina,Same
F3,LB024,0.971602434,burned,unburned,Different,santa.catalina,santa.catalina,Same
F4,LB024,0.934931507,burned,unburned,Different,santa.catalina,santa.catalina,Same
F5,LB024,0.944281525,burned,unburned,Different,santa.catalina,santa.catalina,Same
F10,LB024,0.887681159,burned,unburned,Different,santa.catalina,santa.catalina,Same
F6,LB024,0.899109792,burned,unburned,Different,santa.catalina,santa.catalina,Same
F7,LB024,0.876190476,burned,unburned,Different,santa.catalina,santa.catalina,Same
F8,LB024,0.947169811,burned,unburned,Different,santa.catalina,santa.catalina,Same
F9,LB024,0.882978723,burned,unburned,Different,santa.catalina,santa.catalina,Same
LB055,LB055,0,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB056,LB055,1,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB057,LB055,0.925480769,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB058,LB055,0.993197279,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB059,LB055,0.797450425,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB060,LB055,0.781190019,unburned,unburned,Same,santa.catalina,santa.catalina,Same
F1,LB055,0.906735751,burned,unburned,Different,santa.catalina,santa.catalina,Same
F2,LB055,0.918735892,burned,unburned,Different,santa.catalina,santa.catalina,Same
F3,LB055,0.968586387,burned,unburned,Different,santa.catalina,santa.catalina,Same
F4,LB055,0.926630435,burned,unburned,Different,santa.catalina,santa.catalina,Same
F5,LB055,0.690265487,burned,unburned,Different,santa.catalina,santa.catalina,Same
F10,LB055,0.948924731,burned,unburned,Different,santa.catalina,santa.catalina,Same
F6,LB055,0.975225225,burned,unburned,Different,santa.catalina,santa.catalina,Same
F7,LB055,0.827004219,burned,unburned,Different,santa.catalina,santa.catalina,Same
F8,LB055,0.739583333,burned,unburned,Different,santa.catalina,santa.catalina,Same
F9,LB055,0.882129278,burned,unburned,Different,santa.catalina,santa.catalina,Same
LB056,LB056,0,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB057,LB056,1,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB058,LB056,1,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB059,LB056,1,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB060,LB056,1,unburned,unburned,Same,santa.catalina,santa.catalina,Same
F1,LB056,1,burned,unburned,Different,santa.catalina,santa.catalina,Same
F2,LB056,1,burned,unburned,Different,santa.catalina,santa.catalina,Same
F3,LB056,0.987041037,burned,unburned,Different,santa.catalina,santa.catalina,Same
F4,LB056,1,burned,unburned,Different,santa.catalina,santa.catalina,Same
F5,LB056,1,burned,unburned,Different,santa.catalina,santa.catalina,Same
F10,LB056,1,burned,unburned,Different,santa.catalina,santa.catalina,Same
F6,LB056,1,burned,unburned,Different,santa.catalina,santa.catalina,Same
F7,LB056,1,burned,unburned,Different,santa.catalina,santa.catalina,Same
F8,LB056,1,burned,unburned,Different,santa.catalina,santa.catalina,Same
F9,LB056,1,burned,unburned,Different,santa.catalina,santa.catalina,Same
LB057,LB057,0,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB058,LB057,0.880555556,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB059,LB057,0.970700637,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB060,LB057,0.956063269,unburned,unburned,Same,santa.catalina,santa.catalina,Same
F1,LB057,0.93575419,burned,unburned,Different,santa.catalina,santa.catalina,Same
F2,LB057,0.944578313,burned,unburned,Different,santa.catalina,santa.catalina,Same
F3,LB057,0.973880597,burned,unburned,Different,santa.catalina,santa.catalina,Same
F4,LB057,0.920731707,burned,unburned,Different,santa.catalina,santa.catalina,Same
F5,LB057,0.939473684,burned,unburned,Different,santa.catalina,santa.catalina,Same
F10,LB057,0.976608187,burned,unburned,Different,santa.catalina,santa.catalina,Same
F6,LB057,0.972704715,burned,unburned,Different,santa.catalina,santa.catalina,Same
F7,LB057,0.953252033,burned,unburned,Different,santa.catalina,santa.catalina,Same
F8,LB057,0.964630225,burned,unburned,Different,santa.catalina,santa.catalina,Same
F9,LB057,0.927966102,burned,unburned,Different,santa.catalina,santa.catalina,Same
LB058,LB058,0,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB059,LB058,0.996259352,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB060,LB058,0.991467577,unburned,unburned,Same,santa.catalina,santa.catalina,Same
F1,LB058,0.989304813,burned,unburned,Different,santa.catalina,santa.catalina,Same
F2,LB058,0.990719258,burned,unburned,Different,santa.catalina,santa.catalina,Same
F3,LB058,0.994485294,burned,unburned,Different,santa.catalina,santa.catalina,Same
F4,LB058,0.982608696,burned,unburned,Different,santa.catalina,santa.catalina,Same
F5,LB058,0.96373057,burned,unburned,Different,santa.catalina,santa.catalina,Same
F10,LB058,0.99127907,burned,unburned,Different,santa.catalina,santa.catalina,Same
F6,LB058,0.992647059,burned,unburned,Different,santa.catalina,santa.catalina,Same
F7,LB058,0.933333333,burned,unburned,Different,santa.catalina,santa.catalina,Same
F8,LB058,0.990506329,burned,unburned,Different,santa.catalina,santa.catalina,Same
F9,LB058,0.987854251,burned,unburned,Different,santa.catalina,santa.catalina,Same
LB059,LB059,0,unburned,unburned,Same,santa.catalina,santa.catalina,Same
LB060,LB059,0.798552473,unburned,unburned,Same,santa.catalina,santa.catalina,Same
F1,LB059,0.894067797,burned,unburned,Different,santa.catalina,santa.catalina,Same
F2,LB059,0.90482399,burned,unburned,Different,santa.catalina,santa.catalina,Same
F3,LB059,0.938684504,burned,unburned,Different,santa.catalina,santa.catalina,Same
F4,LB059,0.910662824,burned,unburned,Different,santa.catalina,santa.catalina,Same
F5,LB059,0.903269755,burned,unburned,Different,santa.catalina,santa.catalina,Same
F10,LB059,0.961325967,burned,unburned,Different,santa.catalina,santa.catalina,Same
F6,LB059,0.931937173,burned,unburned,Different,santa.catalina,santa.catalina,Same
F7,LB059,0.948394495,burned,unburned,Different,santa.catalina,santa.catalina,Same
F8,LB059,0.899696049,burned,unburned,Different,santa.catalina,santa.catalina,Same
F9,LB059,0.965244866,burned,unburned,Different,santa.catalina,santa.catalina,Same
LB060,LB060,0,unburned,unburned,Same,santa.catalina,santa.catalina,Same
F1,LB060,0.852822581,burned,unburned,Different,santa.catalina,santa.catalina,Same
F2,LB060,0.853479853,burned,unburned,Different,santa.catalina,santa.catalina,Same
F3,LB060,0.980662983,burned,unburned,Different,santa.catalina,santa.catalina,Same
F4,LB060,0.902834008,burned,unburned,Different,santa.catalina,santa.catalina,Same
F5,LB060,0.882797732,burned,unburned,Different,santa.catalina,santa.catalina,Same
F10,LB060,0.98490566,burned,unburned,Different,santa.catalina,santa.catalina,Same
F6,LB060,0.981387479,burned,unburned,Different,santa.catalina,santa.catalina,Same
F7,LB060,0.931610942,burned,unburned,Different,santa.catalina,santa.catalina,Same
F8,LB060,0.977955912,burned,unburned,Different,santa.catalina,santa.catalina,Same
F9,LB060,0.95990566,burned,unburned,Different,santa.catalina,santa.catalina,Same
F1,F1,0,burned,burned,Same,santa.catalina,santa.catalina,Same
F2,F1,0.744680851,burned,burned,Same,santa.catalina,santa.catalina,Same
F3,F1,0.968565815,burned,burned,Same,santa.catalina,santa.catalina,Same
F4,F1,0.903333333,burned,burned,Same,santa.catalina,santa.catalina,Same
F5,F1,0.923076923,burned,burned,Same,santa.catalina,santa.catalina,Same
F10,F1,0.961661342,burned,burned,Same,santa.catalina,santa.catalina,Same
